ID,Nombre,Apellido,Edad,Region,Patrimonio,Historial_Crediticio,Variable_1,Variable_2,Variable_3,Variable_4,Ciudad
7856,Martín,Díaz,63.0,Metropolitana,756732.0,Bueno,75.0,10.0,55.0,136.0,Puente Alto
7857,Isidora,,66.0,Metropolitana,218174.0,,,19.0,78.0,283.0,
7858,Martina,,,Biobío,797976.0,Bueno,65.0,35.0,,141.0,Concepción
7859,Isidora,Muñoz,,Maule,189881.0,Malo,43.0,17.0,136.0,69.0,Talca
7860,Martín,Martínez,31.0,O'Higgins,,Bueno,,41.0,23.0,,San Fernando
7861,Sofía,Sepúlveda,61.0,Biobío,333074.0,,86.0,20.0,,138.0,Chillán
7862,,Silva,33.0,,583119.0,Bueno,89.0,49.0,152.0,89.0,Concepción
7863,Mateo,,29.0,O'Higgins,38661.0,Bueno,9.0,7.0,97.0,151.0,
7864,Benjamín,Contreras,72.0,,495244.0,Bueno,33.0,0.0,121.0,165.0,Chillán
7865,Valentina,Muñoz,68.0,Metropolitana,148687.0,Bueno,29.0,18.0,137.0,78.0,Puente Alto
7866,Agustín,Silva,,Maule,486320.0,,84.0,12.0,,297.0,Talca
7867,Agustín,Soto,50.0,Maule,141359.0,Bueno,64.0,19.0,197.0,110.0,Talca
7868,,Díaz,50.0,O'Higgins,437089.0,Bueno,39.0,,,213.0,San Fernando
7869,Martín,Soto,46.0,Valparaíso,110620.0,Malo,35.0,35.0,43.0,276.0,Viña del Mar
7870,,Contreras,48.0,Biobío,219951.0,Regular,1.0,43.0,22.0,48.0,Concepción
7871,Emilia,Pérez,48.0,Biobío,595078.0,Regular,88.0,32.0,169.0,46.0,Concepción
7872,Sofía,Díaz,63.0,Biobío,976660.0,Bueno,,26.0,143.0,,Talcahuano
7873,Sebastián,Sepúlveda,,Araucanía,449184.0,Regular,45.0,37.0,29.0,246.0,Temuco
7874,Agustín,Soto,27.0,Biobío,687173.0,Bueno,4.0,1.0,37.0,191.0,Talcahuano
7875,Valentina,,58.0,O'Higgins,539424.0,Bueno,89.0,38.0,67.0,135.0,
7876,Valentina,Sepúlveda,,Maule,498357.0,Bueno,29.0,26.0,104.0,130.0,Talca
7877,Martín,Pérez,76.0,Metropolitana,64704.0,Bueno,35.0,29.0,197.0,177.0,Maipú
7878,Martín,,69.0,O'Higgins,144297.0,Bueno,89.0,46.0,64.0,,Rancagua
7879,Martina,Pérez,51.0,Biobío,883057.0,Regular,56.0,39.0,,248.0,Talcahuano
7880,,Martínez,66.0,Biobío,410164.0,Regular,47.0,45.0,,95.0,Talcahuano
7881,Sebastián,Sepúlveda,45.0,Biobío,614332.0,,44.0,28.0,,176.0,Concepción
7882,Agustín,Contreras,30.0,Valparaíso,528233.0,Bueno,53.0,24.0,67.0,12.0,Viña del Mar
7883,Benjamín,Soto,84.0,Valparaíso,378882.0,,13.0,13.0,183.0,113.0,Viña del Mar
7884,Martín,,,O'Higgins,387816.0,Bueno,26.0,33.0,93.0,205.0,Pichilemu
7885,Valentina,Díaz,77.0,Araucanía,555465.0,Bueno,1.0,14.0,30.0,30.0,Pucón
7886,Isidora,Díaz,41.0,Metropolitana,141141.0,Regular,91.0,7.0,16.0,231.0,Puente Alto
7887,Emilia,,80.0,Biobío,387259.0,Regular,89.0,33.0,101.0,74.0,Talcahuano
7888,,Silva,,Metropolitana,446975.0,Bueno,62.0,26.0,171.0,270.0,Maipú
7889,Valentina,Silva,40.0,Biobío,985126.0,Bueno,40.0,16.0,118.0,,Chillán
7890,Mateo,Sepúlveda,,Metropolitana,351454.0,Bueno,58.0,25.0,114.0,231.0,Maipú
7891,Martina,Contreras,77.0,,644578.0,Regular,,9.0,127.0,179.0,Maipú
7892,Agustín,Díaz,35.0,Valparaíso,137415.0,Regular,86.0,28.0,189.0,125.0,Viña del Mar
7893,,Martínez,73.0,Valparaíso,65481.0,Bueno,57.0,34.0,168.0,127.0,Quilpué
7894,,Contreras,70.0,Biobío,871542.0,Bueno,77.0,23.0,141.0,10.0,Talcahuano
7895,Mateo,Muñoz,24.0,Metropolitana,730734.0,Bueno,14.0,7.0,178.0,209.0,Maipú
7896,Sofía,Rojas,69.0,Metropolitana,317499.0,Bueno,,,123.0,,Santiago
7897,Sofía,,21.0,Maule,504578.0,Bueno,11.0,47.0,108.0,63.0,Linares
7898,Martina,Silva,51.0,Metropolitana,135744.0,Bueno,75.0,23.0,3.0,245.0,Santiago
7899,Mateo,Rojas,50.0,Maule,707160.0,Regular,43.0,,95.0,223.0,Talca
7900,Emilia,Martínez,55.0,,70330.0,Bueno,67.0,3.0,8.0,264.0,Santiago
7901,Valentina,Pérez,43.0,Araucanía,757033.0,Bueno,88.0,49.0,157.0,273.0,Villarrica
7902,Martina,Díaz,18.0,Biobío,546836.0,Regular,49.0,32.0,3.0,76.0,Talcahuano
7903,Agustín,Silva,21.0,,278850.0,Bueno,93.0,47.0,8.0,43.0,Valparaíso
7904,Sofía,Contreras,56.0,Araucanía,862574.0,Regular,23.0,9.0,7.0,264.0,Villarrica
7905,,Muñoz,110.0,Maule,986071.0,Bueno,88.0,23.0,81.0,237.0,Talca
7906,Benjamín,Soto,,Metropolitana,254349.0,Bueno,41.0,48.0,125.0,7.0,Puente Alto
7907,Valentina,Muñoz,50.0,Biobío,806246.0,Bueno,48.0,19.0,182.0,221.0,Talcahuano
7908,Isidora,Sepúlveda,37.0,O'Higgins,750166.0,Bueno,,,91.0,100.0,San Fernando
7909,Martina,Silva,33.0,Metropolitana,747190.0,Regular,17.0,9.0,163.0,128.0,Santiago
7910,Sebastián,Silva,38.0,Biobío,957235.0,Bueno,68.0,42.0,103.0,181.0,Talcahuano
7911,Agustín,Rojas,62.0,,486617.0,Malo,53.0,13.0,39.0,286.0,Valparaíso
7912,Sebastián,González,79.0,Valparaíso,674168.0,Regular,80.0,7.0,178.0,31.0,Viña del Mar
7913,Valentina,Pérez,48.0,Biobío,823877.0,Bueno,91.0,,153.0,3.0,Chillán
7914,Sofía,Contreras,59.0,O'Higgins,479536.0,Malo,25.0,12.0,122.0,,Pichilemu
7915,Benjamín,Sepúlveda,29.0,Metropolitana,481431.0,,72.0,38.0,181.0,1.0,Puente Alto
7916,Martina,Díaz,82.0,Maule,318654.0,Bueno,,41.0,152.0,298.0,Linares
7917,Sofía,González,20.0,O'Higgins,780825.0,Regular,,25.0,31.0,20.0,
7918,Martina,,,Araucanía,686195.0,Bueno,32.0,1.0,26.0,142.0,Temuco
7919,Valentina,Contreras,68.0,O'Higgins,451139.0,Malo,82.0,19.0,81.0,143.0,San Fernando
7920,Emilia,Muñoz,,Maule,419336.0,Malo,80.0,1.0,,77.0,
7921,Martina,Rojas,20.0,Valparaíso,72589.0,Malo,20.0,44.0,,18.0,
7922,Valentina,Martínez,,Valparaíso,6501.0,Malo,,13.0,35.0,224.0,Valparaíso
7923,Agustín,,30.0,Metropolitana,528893.0,Bueno,43.0,48.0,182.0,262.0,Puente Alto
7924,Valentina,Silva,19.0,Araucanía,417492.0,Bueno,46.0,14.0,61.0,95.0,Pucón
7925,Mateo,Rojas,38.0,Biobío,796036.0,,26.0,21.0,172.0,252.0,Talcahuano
7926,Sebastián,Martínez,36.0,,542654.0,Regular,34.0,0.0,66.0,273.0,Quilpué
7927,Mateo,González,64.0,O'Higgins,936706.0,Bueno,47.0,47.0,11.0,293.0,Pichilemu
7928,Martina,González,39.0,Metropolitana,196140.0,,,24.0,148.0,,Puente Alto
7929,Sofía,Pérez,50.0,O'Higgins,990150.0,Malo,57.0,6.0,128.0,129.0,Pichilemu
7930,Emilia,Díaz,49.0,Maule,297919.0,Bueno,56.0,41.0,168.0,,Linares
7931,Benjamín,,81.0,O'Higgins,642423.0,Bueno,51.0,14.0,175.0,136.0,San Fernando
7932,Sebastián,Soto,56.0,Biobío,501853.0,Bueno,30.0,,157.0,234.0,Concepción
7933,Sofía,Pérez,59.0,Araucanía,359576.0,Regular,5.0,33.0,,273.0,Pucón
7934,Agustín,González,26.0,Valparaíso,139309.0,Regular,84.0,12.0,73.0,192.0,Viña del Mar
7935,Agustín,González,42.0,O'Higgins,134834.0,Bueno,45.0,47.0,62.0,216.0,San Fernando
7936,Isidora,Rojas,19.0,O'Higgins,,Regular,70.0,8.0,86.0,,Pichilemu
7937,Emilia,Pérez,36.0,Araucanía,,Bueno,7.0,14.0,180.0,245.0,Villarrica
7938,Isidora,Sepúlveda,37.0,Biobío,961297.0,Bueno,14.0,,,102.0,Talcahuano
7939,Mateo,Contreras,,Valparaíso,325648.0,Bueno,77.0,46.0,122.0,271.0,Quilpué
7940,Mateo,Martínez,20.0,Biobío,983523.0,Bueno,67.0,17.0,67.0,267.0,
7941,Emilia,Silva,68.0,Valparaíso,205423.0,Bueno,70.0,23.0,150.0,228.0,Valparaíso
7942,Mateo,Contreras,43.0,Biobío,102814.0,Regular,2.0,4.0,34.0,3.0,Talcahuano
7943,Sofía,Díaz,73.0,O'Higgins,312569.0,Malo,38.0,4.0,117.0,181.0,San Fernando
7944,Sofía,Silva,81.0,O'Higgins,885584.0,Bueno,31.0,41.0,139.0,254.0,Pichilemu
7945,Valentina,Díaz,25.0,Metropolitana,,Malo,80.0,12.0,6.0,251.0,Puente Alto
7946,Emilia,,54.0,Metropolitana,135650.0,Bueno,39.0,34.0,113.0,257.0,Santiago
7947,Martina,,44.0,,202499.0,Malo,0.0,7.0,196.0,271.0,Talca
7948,Valentina,Sepúlveda,62.0,Biobío,311260.0,Bueno,40.0,,78.0,271.0,Concepción
7949,Isidora,Pérez,21.0,Maule,590166.0,Bueno,28.0,31.0,156.0,261.0,Linares
7950,Sofía,Silva,54.0,Metropolitana,332378.0,Bueno,76.0,3.0,142.0,34.0,Maipú
7951,Sofía,Martínez,50.0,Valparaíso,,Regular,67.0,16.0,13.0,,Viña del Mar
7952,,Rojas,48.0,,616293.0,Bueno,69.0,15.0,2.0,8.0,Talcahuano
7953,Agustín,Soto,72.0,Valparaíso,873823.0,Bueno,85.0,5.0,,112.0,Quilpué
7954,Sebastián,Muñoz,29.0,Valparaíso,500961.0,Bueno,95.0,18.0,37.0,233.0,Quilpué
7955,Sebastián,Díaz,28.0,Maule,331176.0,Bueno,98.0,33.0,65.0,72.0,Linares
7956,Isidora,Díaz,49.0,O'Higgins,996271.0,Bueno,98.0,,110.0,70.0,Pichilemu
7957,Martín,Sepúlveda,74.0,,355633.0,Bueno,87.0,,105.0,14.0,Curicó
7958,Benjamín,González,55.0,Metropolitana,428602.0,Bueno,59.0,30.0,31.0,176.0,Maipú
7959,Sebastián,Rojas,77.0,Valparaíso,809127.0,Bueno,24.0,3.0,13.0,210.0,Valparaíso
7960,Sofía,Soto,,Araucanía,88636.0,Bueno,1.0,,132.0,14.0,Pucón
7961,Mateo,Muñoz,73.0,Valparaíso,386490.0,Bueno,35.0,25.0,171.0,118.0,Valparaíso
7962,Martín,Sepúlveda,31.0,Metropolitana,85710.0,Bueno,82.0,29.0,196.0,183.0,Santiago
7963,Martín,Sepúlveda,50.0,,139305.0,Bueno,70.0,34.0,110.0,270.0,Villarrica
7964,Benjamín,Martínez,27.0,,4640.0,Bueno,14.0,39.0,113.0,44.0,Quilpué
7965,Isidora,Contreras,81.0,Biobío,9544.0,Bueno,0.0,,149.0,212.0,Chillán
7966,Sofía,Díaz,81.0,Valparaíso,380287.0,,26.0,3.0,49.0,77.0,Valparaíso
7967,,Silva,79.0,Maule,809163.0,Bueno,76.0,36.0,153.0,169.0,Linares
7968,Martín,González,60.0,O'Higgins,587004.0,Bueno,66.0,30.0,30.0,201.0,San Fernando
7969,Sofía,Soto,76.0,,634914.0,Bueno,65.0,16.0,118.0,,Chillán
7970,Benjamín,Silva,69.0,Maule,519249.0,Bueno,69.0,37.0,,47.0,Linares
7971,Isidora,Soto,36.0,Valparaíso,,Bueno,,27.0,76.0,209.0,Quilpué
7972,Benjamín,Silva,38.0,Araucanía,,Bueno,59.0,27.0,82.0,58.0,Villarrica
7973,Sebastián,Díaz,39.0,Maule,849740.0,Bueno,97.0,32.0,162.0,243.0,Talca
7974,Mateo,Martínez,26.0,Maule,812132.0,Bueno,28.0,42.0,109.0,214.0,Curicó
7975,Valentina,Sepúlveda,26.0,O'Higgins,182713.0,,86.0,13.0,178.0,253.0,San Fernando
7976,,Contreras,44.0,Araucanía,593876.0,Malo,90.0,49.0,46.0,214.0,Villarrica
7977,Sebastián,,34.0,Araucanía,582163.0,Bueno,39.0,18.0,150.0,205.0,Pucón
7978,Martín,,61.0,Araucanía,527944.0,Bueno,7.0,28.0,184.0,251.0,
7979,Valentina,,62.0,Araucanía,480812.0,Bueno,,42.0,94.0,126.0,Temuco
7980,Emilia,Contreras,25.0,Maule,89170.0,Bueno,9.0,23.0,130.0,267.0,Linares
7981,,Muñoz,35.0,Metropolitana,102163.0,Bueno,82.0,8.0,111.0,295.0,Puente Alto
7982,Martín,González,50.0,O'Higgins,902281.0,,34.0,,119.0,,
7983,Sebastián,Pérez,18.0,Valparaíso,630186.0,,60.0,41.0,130.0,73.0,Quilpué
7984,Benjamín,,23.0,Biobío,262317.0,Regular,30.0,6.0,47.0,128.0,Chillán
7985,Agustín,Silva,58.0,Araucanía,279300.0,Bueno,37.0,31.0,54.0,124.0,Temuco
7986,Martina,González,72.0,Valparaíso,610194.0,Bueno,,14.0,67.0,157.0,Quilpué
7987,Emilia,Contreras,22.0,,406934.0,,20.0,28.0,37.0,204.0,Viña del Mar
7988,Benjamín,Martínez,76.0,,441324.0,Bueno,36.0,6.0,171.0,3.0,Maipú
7989,Isidora,Contreras,,Metropolitana,60649.0,Bueno,,37.0,,63.0,Santiago
7990,Emilia,Pérez,66.0,Maule,138739.0,Bueno,8.0,,115.0,190.0,Curicó
7991,Benjamín,Pérez,82.0,Valparaíso,,Bueno,1.0,10.0,25.0,103.0,Quilpué
7992,Sebastián,Silva,71.0,Maule,699686.0,Bueno,23.0,,,68.0,Curicó
7993,Martina,Muñoz,,Maule,48025.0,Bueno,84.0,25.0,105.0,213.0,Linares
7994,Martina,Muñoz,25.0,Valparaíso,334557.0,Bueno,93.0,33.0,99.0,249.0,Viña del Mar
7995,Benjamín,Silva,20.0,Metropolitana,,Regular,81.0,17.0,117.0,273.0,Puente Alto
7996,Sebastián,Muñoz,42.0,Maule,792050.0,Malo,3.0,2.0,17.0,267.0,Talca
7997,Benjamín,Silva,72.0,Araucanía,,,19.0,,197.0,212.0,Villarrica
7998,,Sepúlveda,57.0,O'Higgins,731487.0,Bueno,,26.0,180.0,284.0,Pichilemu
7999,Sebastián,Pérez,67.0,Metropolitana,955411.0,Bueno,68.0,20.0,38.0,275.0,Santiago
8000,Agustín,Muñoz,50.0,Biobío,906812.0,Bueno,32.0,49.0,130.0,60.0,Concepción
8001,Sebastián,Silva,,Maule,789376.0,Bueno,49.0,18.0,136.0,63.0,Talca
8002,Isidora,Rojas,74.0,,,Bueno,4.0,,20.0,136.0,Viña del Mar
8003,Agustín,Silva,33.0,Araucanía,235138.0,Bueno,3.0,,18.0,,Villarrica
8004,Agustín,Contreras,55.0,Maule,633903.0,Bueno,73.0,22.0,101.0,290.0,Talca
8005,Mateo,Muñoz,58.0,Metropolitana,643273.0,Bueno,10.0,21.0,176.0,219.0,Maipú
8006,Sebastián,Rojas,24.0,Metropolitana,406821.0,Bueno,27.0,,5.0,115.0,
8007,Mateo,Pérez,70.0,Valparaíso,493015.0,Bueno,0.0,13.0,59.0,,Valparaíso
8008,Emilia,Silva,80.0,Valparaíso,,Bueno,54.0,22.0,178.0,233.0,Viña del Mar
8009,Emilia,Sepúlveda,49.0,Araucanía,952101.0,Regular,54.0,32.0,64.0,199.0,Temuco
8010,Martina,Contreras,,O'Higgins,295306.0,Bueno,44.0,36.0,30.0,191.0,Pichilemu
8011,Valentina,Martínez,39.0,Biobío,246363.0,Bueno,78.0,,72.0,264.0,Chillán
8012,,González,33.0,Biobío,,Bueno,38.0,49.0,181.0,77.0,Talcahuano
8013,Martina,Soto,,Metropolitana,130799.0,Regular,24.0,27.0,60.0,,Santiago
8014,Sofía,Sepúlveda,,Metropolitana,582532.0,Bueno,33.0,34.0,78.0,262.0,Puente Alto
8015,Agustín,Silva,33.0,Metropolitana,88851.0,Bueno,69.0,4.0,51.0,9.0,Santiago
8016,Mateo,Silva,34.0,Metropolitana,490583.0,,94.0,42.0,,296.0,Puente Alto
8017,Sofía,,81.0,Araucanía,620414.0,Malo,70.0,17.0,79.0,75.0,Temuco
8018,,,30.0,O'Higgins,70109.0,Bueno,99.0,27.0,40.0,158.0,Rancagua
8019,Agustín,González,,Araucanía,206953.0,,60.0,44.0,,271.0,Temuco
8020,Isidora,Pérez,22.0,Valparaíso,335374.0,Bueno,94.0,6.0,61.0,118.0,Valparaíso
8021,Valentina,Contreras,29.0,Maule,368598.0,Malo,14.0,42.0,123.0,84.0,Linares
8022,Mateo,,58.0,Metropolitana,676104.0,Bueno,23.0,,124.0,6.0,Puente Alto
8023,Sebastián,Díaz,20.0,Maule,529021.0,Bueno,,15.0,179.0,269.0,Talca
8024,Sebastián,Silva,50.0,Biobío,382108.0,Bueno,48.0,,113.0,168.0,Talcahuano
8025,Martina,,,Valparaíso,450676.0,,36.0,36.0,168.0,38.0,Viña del Mar
8026,Benjamín,González,,O'Higgins,12976.0,Bueno,35.0,37.0,,240.0,Pichilemu
8027,,Rojas,,Araucanía,770525.0,Bueno,30.0,45.0,32.0,92.0,Pucón
8028,Martín,Díaz,67.0,Valparaíso,41004.0,Regular,81.0,14.0,21.0,2.0,
8029,Emilia,Sepúlveda,46.0,Valparaíso,829317.0,Bueno,35.0,,175.0,126.0,Viña del Mar
8030,Sebastián,Sepúlveda,56.0,Valparaíso,540996.0,Bueno,7.0,49.0,11.0,232.0,Quilpué
8031,Martín,Silva,62.0,Biobío,527819.0,,15.0,3.0,49.0,242.0,Concepción
8032,Agustín,Martínez,34.0,Araucanía,704578.0,Bueno,49.0,10.0,134.0,143.0,Pucón
8033,Mateo,González,73.0,O'Higgins,859559.0,Bueno,12.0,45.0,126.0,280.0,Rancagua
8034,Martina,Soto,63.0,Biobío,942646.0,Bueno,83.0,,179.0,299.0,
8035,Martina,Pérez,84.0,Maule,543369.0,Bueno,91.0,47.0,,26.0,Curicó
8036,Benjamín,Martínez,31.0,Valparaíso,150658.0,Bueno,6.0,,,,Valparaíso
8037,Valentina,González,84.0,Maule,878630.0,Malo,87.0,27.0,71.0,159.0,Curicó
8038,Martina,González,40.0,Maule,40672.0,Regular,68.0,5.0,,177.0,Curicó
8039,Mateo,González,78.0,Biobío,807337.0,,32.0,9.0,13.0,11.0,Talcahuano
8040,Valentina,Muñoz,,O'Higgins,680421.0,,25.0,43.0,69.0,111.0,Rancagua
8041,Isidora,González,44.0,O'Higgins,904727.0,,40.0,36.0,21.0,,Rancagua
8042,Martín,Díaz,71.0,Maule,,Bueno,59.0,6.0,156.0,105.0,Linares
8043,Martina,Rojas,27.0,Metropolitana,53154.0,,24.0,7.0,50.0,105.0,Maipú
8044,Valentina,Muñoz,33.0,Araucanía,609446.0,Bueno,88.0,45.0,10.0,245.0,Pucón
8045,Martina,Rojas,,Valparaíso,124671.0,Bueno,2.0,39.0,98.0,11.0,Quilpué
8046,Emilia,Martínez,72.0,Metropolitana,78468.0,Malo,7.0,5.0,,257.0,Santiago
8047,Emilia,Pérez,78.0,,448277.0,Regular,47.0,28.0,166.0,12.0,Linares
8048,Emilia,Contreras,66.0,Araucanía,97597.0,Bueno,34.0,49.0,2.0,3.0,Villarrica
8049,Valentina,Díaz,,O'Higgins,727902.0,Bueno,31.0,26.0,151.0,123.0,Rancagua
8050,Sebastián,,19.0,Metropolitana,968940.0,Bueno,45.0,4.0,28.0,1.0,Santiago
8051,Isidora,Díaz,67.0,Biobío,569582.0,Bueno,57.0,23.0,153.0,45.0,Talcahuano
8052,Martín,González,60.0,,235168.0,,14.0,,30.0,,
8053,Benjamín,Pérez,25.0,Metropolitana,,Malo,84.0,25.0,60.0,104.0,Maipú
8054,Sofía,Pérez,76.0,Valparaíso,853103.0,Bueno,34.0,37.0,10.0,,Valparaíso
8055,Emilia,González,82.0,Maule,6037047.0,Bueno,49.0,24.0,74.0,225.0,Talca
8056,,Pérez,29.0,Araucanía,615132.0,Bueno,56.0,6.0,49.0,153.0,
8057,Valentina,Soto,21.0,Araucanía,867792.0,Malo,64.0,38.0,25.0,217.0,Temuco
8058,Benjamín,Pérez,58.0,Metropolitana,163291.0,Bueno,,12.0,58.0,124.0,Maipú
8059,Benjamín,Soto,24.0,Maule,931600.0,Bueno,84.0,,1.0,15.0,Curicó
8060,Martina,Muñoz,47.0,O'Higgins,947203.0,Bueno,6.0,,175.0,275.0,San Fernando
8061,,Silva,23.0,Araucanía,871992.0,Regular,,32.0,89.0,40.0,Temuco
8062,Martín,,36.0,,250662.0,Bueno,,47.0,88.0,42.0,San Fernando
8063,Sofía,Pérez,83.0,Araucanía,858178.0,Malo,76.0,38.0,131.0,87.0,Temuco
8064,Benjamín,,,Biobío,497638.0,,71.0,16.0,33.0,159.0,Chillán
8065,Benjamín,Contreras,,Biobío,594930.0,Bueno,29.0,20.0,170.0,93.0,Talcahuano
8066,Benjamín,Sepúlveda,54.0,O'Higgins,840600.0,,78.0,28.0,18.0,191.0,Rancagua
8067,Sofía,Pérez,,Maule,,Regular,90.0,3.0,82.0,164.0,Curicó
8068,Isidora,,64.0,Araucanía,362942.0,Bueno,18.0,46.0,,195.0,Villarrica
8069,Agustín,Rojas,60.0,Valparaíso,815693.0,Bueno,36.0,17.0,83.0,27.0,
8070,Sofía,Martínez,53.0,Araucanía,813954.0,Malo,52.0,21.0,71.0,280.0,
8071,Sofía,Silva,,Valparaíso,848687.0,Bueno,30.0,2.0,122.0,113.0,
8072,Valentina,González,27.0,Araucanía,169215.0,Bueno,66.0,7.0,170.0,214.0,Villarrica
8073,Emilia,González,48.0,Metropolitana,705886.0,Bueno,83.0,14.0,,12.0,Maipú
8074,,González,46.0,Metropolitana,146503.0,Bueno,73.0,12.0,32.0,248.0,Maipú
8075,Isidora,Muñoz,22.0,Maule,785098.0,Regular,94.0,15.0,124.0,176.0,
8076,,Muñoz,18.0,O'Higgins,245126.0,Bueno,38.0,15.0,193.0,10.0,San Fernando
8077,Emilia,Rojas,20.0,Araucanía,737817.0,Bueno,18.0,36.0,104.0,13.0,Villarrica
8078,Martina,Díaz,,Maule,455001.0,Bueno,86.0,3.0,68.0,97.0,Talca
8079,Martín,,,Biobío,986263.0,Malo,98.0,20.0,,71.0,Concepción
8080,Martina,,32.0,Maule,579893.0,Regular,44.0,6.0,12.0,,Linares
8081,Isidora,Muñoz,84.0,Araucanía,632579.0,Regular,19.0,39.0,150.0,167.0,Villarrica
8082,Benjamín,,47.0,Araucanía,368163.0,Bueno,28.0,49.0,63.0,100.0,Villarrica
8083,,Soto,,Maule,734520.0,Bueno,44.0,30.0,12.0,227.0,Talca
8084,Emilia,Martínez,77.0,Biobío,494885.0,Regular,14.0,31.0,139.0,166.0,Talcahuano
8085,Isidora,González,57.0,Metropolitana,18066.0,Regular,39.0,0.0,30.0,120.0,Santiago
8086,Isidora,Martínez,82.0,Valparaíso,608581.0,Regular,69.0,24.0,27.0,,Viña del Mar
8087,Mateo,,46.0,Metropolitana,830459.0,,51.0,27.0,53.0,22.0,Maipú
8088,Isidora,Martínez,36.0,Araucanía,236801.0,Bueno,78.0,48.0,61.0,31.0,Villarrica
8089,Sebastián,Muñoz,,Valparaíso,221063.0,Regular,10.0,3.0,,88.0,Valparaíso
8090,Emilia,,53.0,Biobío,608886.0,,83.0,,163.0,281.0,Talcahuano
8091,Isidora,Rojas,60.0,Araucanía,817979.0,Bueno,33.0,18.0,,97.0,Temuco
8092,Sebastián,Soto,32.0,Metropolitana,249620.0,Bueno,35.0,21.0,4.0,24.0,
8093,Agustín,Pérez,58.0,,932262.0,Bueno,59.0,,,218.0,
8094,Sofía,Rojas,53.0,Valparaíso,927387.0,Regular,72.0,47.0,112.0,,
8095,Isidora,Contreras,50.0,Biobío,,Bueno,,30.0,79.0,90.0,Concepción
8096,Sofía,Silva,22.0,Metropolitana,263784.0,Regular,2.0,41.0,169.0,227.0,Maipú
8097,Isidora,Silva,31.0,Valparaíso,700598.0,Bueno,27.0,29.0,21.0,34.0,
8098,Agustín,Martínez,64.0,Valparaíso,951733.0,Malo,32.0,23.0,154.0,194.0,Valparaíso
8099,Martín,González,71.0,,709882.0,Bueno,15.0,44.0,118.0,193.0,Chillán
8100,Valentina,Contreras,21.0,Araucanía,444900.0,Regular,76.0,1.0,89.0,,Villarrica
8101,Sebastián,Silva,26.0,Araucanía,169001.0,Bueno,65.0,31.0,121.0,,Temuco
8102,Isidora,,70.0,O'Higgins,461009.0,Bueno,20.0,40.0,194.0,153.0,Pichilemu
8103,Martina,,77.0,Biobío,606767.0,Bueno,15.0,12.0,15.0,77.0,Chillán
8104,Isidora,Soto,63.0,Maule,330951.0,Malo,48.0,2.0,63.0,110.0,Curicó
8105,Emilia,Soto,71.0,Araucanía,510257.0,Bueno,85.0,5.0,116.0,259.0,Villarrica
8106,Martina,Soto,54.0,Valparaíso,130214.0,,37.0,39.0,,72.0,Quilpué
8107,Isidora,Soto,40.0,O'Higgins,,Bueno,62.0,9.0,18.0,74.0,San Fernando
8108,Martín,Rojas,44.0,Maule,90775.0,Bueno,22.0,10.0,35.0,131.0,Talca
8109,Isidora,Soto,83.0,Araucanía,49088.0,Malo,90.0,23.0,17.0,74.0,Pucón
8110,Martín,Díaz,78.0,Biobío,,Bueno,81.0,13.0,,188.0,Talcahuano
8111,Martín,Soto,68.0,Metropolitana,205081.0,,83.0,47.0,177.0,147.0,Santiago
8112,Martín,Rojas,67.0,Maule,575155.0,,1.0,17.0,188.0,232.0,Curicó
8113,Isidora,Sepúlveda,36.0,Araucanía,148982.0,Bueno,48.0,5.0,70.0,249.0,Temuco
8114,Benjamín,Muñoz,18.0,Araucanía,262527.0,Bueno,,13.0,55.0,161.0,Villarrica
8115,Benjamín,Silva,57.0,O'Higgins,361339.0,Bueno,84.0,9.0,7.0,123.0,Rancagua
8116,Valentina,Pérez,49.0,O'Higgins,143676.0,Bueno,17.0,19.0,82.0,181.0,Rancagua
8117,Emilia,Martínez,39.0,Maule,45962.0,,72.0,13.0,1.0,155.0,Linares
8118,Agustín,González,83.0,Biobío,877159.0,Regular,,47.0,169.0,111.0,Chillán
8119,Martina,Contreras,57.0,,11832.0,Bueno,83.0,45.0,97.0,129.0,
8120,,Contreras,55.0,Valparaíso,61320.0,Bueno,31.0,35.0,194.0,253.0,Quilpué
8121,Sebastián,Silva,65.0,Biobío,,Bueno,4.0,45.0,48.0,192.0,Concepción
8122,Isidora,Soto,72.0,O'Higgins,282008.0,Bueno,4.0,32.0,99.0,191.0,Rancagua
8123,Benjamín,Sepúlveda,,Metropolitana,,Bueno,85.0,38.0,162.0,215.0,Puente Alto
8124,,Díaz,68.0,Metropolitana,146225.0,Bueno,,41.0,44.0,298.0,Puente Alto
8125,Isidora,Martínez,77.0,,237281.0,Regular,74.0,7.0,83.0,155.0,Pucón
8126,Martina,Rojas,25.0,Araucanía,,Malo,97.0,32.0,173.0,183.0,Villarrica
8127,,González,26.0,Biobío,988635.0,Regular,91.0,26.0,136.0,141.0,Talcahuano
8128,Martina,Soto,19.0,Biobío,73444.0,Bueno,,43.0,129.0,103.0,Chillán
8129,Isidora,Pérez,76.0,Araucanía,400554.0,Bueno,1.0,30.0,114.0,205.0,Villarrica
8130,Martina,Muñoz,36.0,O'Higgins,43080.0,Malo,18.0,32.0,105.0,207.0,Pichilemu
8131,Benjamín,Muñoz,45.0,Araucanía,199226.0,,21.0,,95.0,,Temuco
